"KEYWORDS","TITLE","ABSTRACT","JOURNAL","YEAR","code","text","class"
"READING, FRONTAL lobes, CHINESE language, ENGLISH language, PHONOLOGY (Grammar), TASK performance, Academic skills, Biology and life sciences, Brain mapping, Cognitive psychology, Cognitive science, Diagnostic medicine, Diagnostic radiology, Functional magnetic resonance imaging, Imaging techniques, Language, Language acquisition, Learning, Learning and memory, Linguistics, Literacy, Magnetic resonance imaging, Mathematical and statistical techniques, Mathematics, Medicine and health sciences, Meta-analysis, Neuroimaging, Neuroscience, Phonology, Physical sciences, Psychology, Radiology and imaging, Research and analysis methods, Research Article, Sensory perception, Social sciences, Statistical methods, Statistics (mathematics), Vision","neural signatures of the reading writing connection greater involvement of writing in chinese reading than english reading","Research on cross-linguistic comparisons of the neural correlates of reading has consistently found that the left middle frontal gyrus (MFG) is more involved in Chinese than in English. However, there is a lack of consensus on the interpretation of the language difference. Because this region has been found to be involved in writing, we hypothesize that reading Chinese characters involves this writing region to a greater degree because Chinese speakers learn to read by repeatedly writing the characters. To test this hypothesis, we recruited English L1 learners of Chinese, who performed a reading task and a writing task in each language. The English L1 sample had learned some Chinese characters through character-writing and others through phonological learning, allowing a test of writing-on-reading effect. We found that the left MFG was more activated in Chinese than English regardless of task, and more activated in writing than in reading regardless of language. Furthermore, we found )","PLoS ONE",2016,"No","read frontal lobe chines languag english languag phonolog grammar task perform academ skill biolog life scienc brain map cognit psycholog cognit scienc diagnost medicin diagnost radiolog function magnet reson imag imag techniqu languag languag acquisit learn learn memori linguist literaci magnet reson imag mathemat statist techniqu mathemat medicin health scienc meta analysi neuroimag neurosci phonolog physic scienc psycholog radiolog imag research analysi method research articl sensori percept social scienc statist method statist mathemat vision neural signatur read write connect greater involv write chines read english read research cross linguist comparison neural correl read consist found left middl frontal gyrus mfg involv chines english lack consensus interpret languag differ region found involv write hypothes read chines charact involv write region greater degre chines speaker learn read repeat write charact test hypothesi recruit english l learner chines perform read task write task languag english l sampl learn chines charact charact write phonolog learn allow test write read effect found left mfg activ chines english task activ write read languag found",0
"INTELLIGIBILITY of speech, BILINGUALISM, SIGNAL-to-noise ratio, SCHOOL children, SPEECH perception, Audio signal processing, Biology and life sciences, Cognition, Cognitive linguistics, Cognitive psychology, Cognitive science, Engineering and technology, Language, Languages, Linguistics, Multilingualism, Neuroscience, Perception, Psychology, Research Article, Signal processing, Social sciences, Speech, Speech signal processing","effect of simultaneous bilingualism on speech intelligibility across different masker types modalities and signal to noise ratios in school age children","Recognizing speech in adverse listening conditions is a significant cognitive, perceptual, and linguistic challenge, especially for children. Prior studies have yielded mixed results on the impact of bilingualism on speech perception in noise. Methodological variations across studies make it difficult to converge on a conclusion regarding the effect of bilingualism on speech-in-noise performance. Moreover, there is a dearth of speech-in-noise evidence for bilingual children who learn two languages simultaneously. The aim of the present study was to examine the extent to which various adverse listening conditions modulate differences in speech-in-noise performance between monolingual and simultaneous bilingual children. To that end, sentence recognition was assessed in twenty-four school-aged children (12 monolinguals; 12 simultaneous bilinguals, age of English acquisition ≤ 3 yrs.). We implemented a comprehensive speech-in-noise battery to examine recognition of English sentences acro)","PLoS ONE",2016,"No","intellig speech bilingu signal nois ratio school children speech percept audio signal process biolog life scienc cognit cognit linguist cognit psycholog cognit scienc engin technolog languag languag linguist multilingu neurosci percept psycholog research articl signal process social scienc speech speech signal process effect simultan bilingu speech intellig masker type modal signal nois ratio school age children recogn speech advers listen condit signific cognit perceptu linguist challeng children prior studi yield mix result impact bilingu speech percept nois methodolog variat studi make difficult converg conclus effect bilingu speech nois perform dearth speech nois evid bilingu children learn languag simultan aim present studi examin extent advers listen condit modul differ speech nois perform monolingu simultan bilingu children end sentenc recognit assess twenti school age children monolingu simultan bilingu age english acquisit yrs implement comprehens speech nois batteri examin recognit english sentenc acro",0
"INFLUENZA vaccination, INFLUENZA prevention, IMMIGRANTS, DISEASES, DISEASE complications, CROSS-sectional method, EUROPE, Adults, Age groups, Biology and life sciences, Demography, Ethnicities, Europe, Geographical locations, Geriatrics, Health care, Immunology, Infectious diseases, Influenza, Italian people, Italy, Medicine and health sciences, People and places, Population groupings, Preventive medicine, Public and occupational health, Research Article, Socioeconomic aspects of health, Vaccination and immunization, Viral diseases","differences in influenza vaccination coverage between adult immigrants and italian citizens at risk for influenza related complications a cross sectional study","Background:  Due to their increased vulnerability, immigrants are considered a priority group for communicable disease prevention and control in Europe. This study aims to compare influenza vaccination coverage (IVC) between regular immigrants and Italian citizens at risk for its complications and evaluate factors affecting differences. Methods:  Based on data collected by the National Institute of Statistics during a population-based cross-sectional survey conducted in Italy in 2012–2013, we analysed information on 42,048 adult residents (≥ 18 years) at risk for influenza-related complications and with free access to vaccination (elderly residents ≥ 65 years and residents with specific chronic diseases). We compared IVC between 885 regular immigrants and 41,163 Italian citizens using log-binomial models and stratifying immigrants by area of origin and length of stay in Italy (recent: < 10 years; long-term: ≥ 10 years). Results:  IVC among all immigrants was 16.9% compared to 40.2% am)","PLoS ONE",2016,"No","influenza vaccin influenza prevent immigr diseas diseas complic cross section method europ adult age group biolog life scienc demographi ethnic europ geograph locat geriatr health care immunolog infecti diseas influenza italian peopl itali medicin health scienc peopl place popul group prevent medicin public occup health research articl socioeconom aspect health vaccin immun viral diseas differ influenza vaccin coverag adult immigr italian citizen risk influenza relat complic cross section studi background due increas vulner immigr consid prioriti group communic diseas prevent control europ studi aim compar influenza vaccin coverag ivc regular immigr italian citizen risk complic evalu factor affect differ method base data collect nation institut statist popul base cross section survey conduct itali analys inform adult resid year risk influenza relat complic free access vaccin elder resid year resid specif chronic diseas compar ivc regular immigr italian citizen log binomi model stratifi immigr area origin length stay itali recent year long term year result ivc immigr compar",0
"ENGLISH language, HIGH school students, COGNITIVE ability, THOUGHT & thinking, AGE factors in disease, Biology and life sciences, Cognition, Cognitive psychology, Cognitive science, Education, Human learning, Language, Language acquisition, Learning, Learning and memory, Linguistics, Multilingualism, Neuroscience, Psycholinguistics, Psychology, Research Article, Schools, Social sciences, Sociology","can learning a foreign language foster analytic thinkingevidence from chinese efl learners writings","Language is not only the representation of thinking, but also shapes thinking. Studies on bilinguals suggest that a foreign language plays an important and unconscious role in thinking. In this study, a software—Linguistic Inquiry and Word Count 2007—was used to investigate whether the learning of English as a foreign language (EFL) can foster Chinese high school students’ English analytic thinking (EAT) through the analysis of their English writings with our self-built corpus. It was found that: (1) learning English can foster Chinese learners’ EAT. Chinese EFL learners’ ability of making distinctions, degree of cognitive complexity and degree of thinking activeness have all improved along with the increase of their English proficiency and their age; (2) there exist differences in Chinese EFL learners’ EAT and that of English native speakers, i. e. English native speakers are better in the ability of making distinctions and degree of thinking activeness. These findings suggest that t)","PLoS ONE",2016,"No","english languag high school student cognit abil thought think age factor diseas biolog life scienc cognit cognit psycholog cognit scienc educ human learn languag languag acquisit learn learn memori linguist multilingu neurosci psycholinguist psycholog research articl school social scienc sociolog learn foreign languag foster analyt thinkingevid chines efl learner write languag represent think shape think studi bilingu suggest foreign languag play import unconsci role think studi softwar linguist inquiri word count investig learn english foreign languag efl foster chines high school student english analyt think eat analysi english write built corpus found learn english foster chines learner eat chines efl learner abil make distinct degre cognit complex degre think activ improv increas english profici age exist differ chines efl learner eat english nativ speaker english nativ speaker abil make distinct degre think activ find suggest",0
"GENEALOGY, FORENSIC genetics, POPULATION biology, AMAZON River Region, COLOMBIA, Africans, Biogeography, Biology and life sciences, Caribbean, Colombia, Earth sciences, Ecology and environmental sciences, Ethnicities, Evolutionary biology, Evolutionary processes, Genetic drift, Genetics, Geographical locations, Geography, Native Americans, North America, Paleogenetics, Paleontology, People and places, Phylogeography, Population biology, Population genetics, Population groupings, Research Article, South America","outlining the ancestry landscape of colombian admixed populations","The ancestry of the Colombian population comprises a large number of well differentiated Native communities belonging to diverse linguistic groups. In the late fifteenth century, a process of admixture was initiated with the arrival of the Europeans, and several years later, Africans also became part of the Colombian population. Therefore, the genepool of the current Colombian population results from the admixture of Native Americans, Europeans and Africans. This admixture occurred differently in each region of the country, producing a clearly stratified population. Considering the importance of population substructure in both clinical and forensic genetics, we sought to investigate and compare patterns of genetic ancestry in Colombia by studying samples from Native and non-Native populations living in its 5 continental regions: the Andes, Caribe, Amazonia, Orinoquía, and Pacific regions. For this purpose, 46 AIM-Indels were genotyped in 761 non-related individuals from current popula)","PLoS ONE",2016,"No","genealog forens genet popul biolog amazon river region colombia african biogeographi biolog life scienc caribbean colombia earth scienc ecolog environment scienc ethnic evolutionari biolog evolutionari process genet drift genet geograph locat geographi nativ american north america paleogenet paleontolog peopl place phylogeographi popul biolog popul genet popul group research articl south america outlin ancestri landscap colombian admix popul ancestri colombian popul compris larg number differenti nativ communiti belong divers linguist group late fifteenth centuri process admixtur initi arriv european year african part colombian popul genepool current colombian popul result admixtur nativ american european african admixtur occur differ region countri produc stratifi popul import popul substructur clinic forens genet sought investig compar pattern genet ancestri colombia studi sampl nativ nativ popul live continent region andes carib amazonia orinoqu pacif region purpos aim indel genotyp relat individu current popula",0
"VOTING advice applications (Application software), POLITICAL parties, DEBATES & debating, LINGUISTICS, NEGATION (Logic), Biology and life sciences, Cognition, Cognitive science, Decision making, Democracy, Elections, Governments, Neuroscience, Political parties, Political science, Political theory, Research and analysis methods, Research Article, Research design, Social sciences, Survey research, Surveys","positive vs negative the impact of question polarity in voting advice applications","Online Voting Advice Applications (VAAs) are survey-like instruments that help citizens to shape their political preferences and compare them with those of political parties. Especially in multi-party democracies, their increasing popularity indicates that VAAs play an important role in opinion formation for citizens, as well as in the public debate prior to elections. Hence, the objectivity and transparency of VAAs are crucial. In the design of VAAs, many choices have to be made. Extant research in survey methodology shows that the seemingly arbitrary choice to word questions positively (e.g., ‘The city council should allow cars into the city centre’) or negatively (‘The city council should ban cars from the city centre’) systematically affects the answers. This asymmetry in answers is in line with work on negativity bias in other areas of linguistics and psychology. Building on these findings, this study investigated whether question polarity also affects the answers to VAA statemen)","PLoS ONE",2016,"No","vote advic applic applic softwar polit parti debat debat linguist negat logic biolog life scienc cognit cognit scienc decis make democraci elect govern neurosci polit parti polit scienc polit theori research analysi method research articl research design social scienc survey research survey posit negat impact question polar vote advic applic onlin vote advic applic vaa survey instrument citizen shape polit prefer compar polit parti multi parti democraci increas popular vaa play import role opinion format citizen public debat prior elect object transpar vaa crucial design vaa choic made extant research survey methodolog show seem arbitrari choic word question posit citi council car citi centr negat citi council ban car citi centr systemat affect answer asymmetri answer line work negat bias area linguist psycholog build find studi investig question polar affect answer vaa statemen",0
"ELECTROPHYSIOLOGY, MAGNETOENCEPHALOGRAPHY, PHONETICS, LINGUISTICS, NEUROPHYSIOLOGY, Bioassays and physiological analysis, Biology and life sciences, Boats, Brain electrophysiology, Brain mapping, Clinical neurophysiology, Cognitive psychology, Cognitive science, Diagnostic medicine, Electroencephalography, Electrophysiological techniques, Electrophysiology, Engineering and technology, Event-related potentials, Imaging techniques, Language, Linguistics, Magnetoencephalography, Medicine and health sciences, Neuroimaging, Neurolinguistics, Neurophysiology, Neuroscience, Phonology, Physiology, Psychology, Research and analysis methods, Research Article, Semantics, Sentence processing, Social sciences, Syntax, Transportation","the electrophysiology of basic phrase building","A defining trait of linguistic competence is the ability to combine elements into increasingly complex structures to denote, and to comprehend, a potentially infinite number of meanings. Recent magnetoencephalography (MEG) work has investigated these processes by comparing the response to nouns in combinatorial (blue car) and non-combinatorial (rnsh car) contexts. In the current study we extended this paradigm using electroencephalography (EEG) to dissociate the role of semantic content from phonological well-formedness (yerl car). We used event-related potential (ERP) recordings in order to better relate the observed neurophysiological correlates of basic combinatorial operations to prior ERP work on comprehension. We found that nouns in combinatorial contexts (blue car) elicited a greater centro-parietal negativity between 180-400ms, independent of the phonological well-formedness of the context word. We discuss the potential relationship between this ‘combinatorial’ effect and clas)","PLoS ONE",2016,"No","electrophysiolog magnetoencephalographi phonet linguist neurophysiolog bioassay physiolog analysi biolog life scienc boat brain electrophysiolog brain map clinic neurophysiolog cognit psycholog cognit scienc diagnost medicin electroencephalographi electrophysiolog techniqu electrophysiolog engin technolog event relat potenti imag techniqu languag linguist magnetoencephalographi medicin health scienc neuroimag neurolinguist neurophysiolog neurosci phonolog physiolog psycholog research analysi method research articl semant sentenc process social scienc syntax transport electrophysiolog basic phrase build defin trait linguist compet abil combin element increas complex structur denot comprehend potenti infinit number mean recent magnetoencephalographi meg work investig process compar respons noun combinatori blue car combinatori rnsh car context current studi extend paradigm electroencephalographi eeg dissoci role semant content phonolog formed yerl car event relat potenti erp record order relat observ neurophysiolog correl basic combinatori oper prior erp work comprehens found noun combinatori context blue car elicit greater centro pariet negat ms independ phonolog formed context word discuss potenti relationship combinatori effect clas",0
"CORRELATION (Statistics), EMIGRATION & immigration, MULTIDIMENSIONAL scaling, EVOLUTION (Biology), POPULATION genetics, Biogeography, Biology and life sciences, Cognitive psychology, Cognitive science, Earth sciences, Ecology and environmental sciences, Ethnicities, Evolutionary biology, Genetics, Geography, Language, Language families, Languages, Linguistics, Mathematical and statistical techniques, Mathematics, Multivariate analysis, Native Americans, Neuroscience, People and places, Phylogeography, Physical sciences, Population biology, Population genetics, Population groupings, Principal component analysis, Psychology, Research and analysis methods, Research Article, Social sciences, Sociolinguistics, Statistical methods, Statistics (mathematics)","a reassessment of the impact of european contact on the structure of native american genetic diversity","Our current understanding of pre-Columbian history in the Americas rests in part on several trends identified in recent genetic studies. The goal of this study is to reexamine these trends in light of the impact of post-Columbian admixture and the methods used to study admixture. The previously-published data consist of 645 autosomal microsatellite genotypes from 1046 individuals in 63 populations. We used STRUCTURE to estimate ancestry proportions and tested the sensitivity of these estimates to the choice of the number of clusters, K. We used partial correlation analyses to examine the relationship between gene diversity and geographic distance from Beringia, controlling for non-Native American ancestry (from Africa, Europe and East Asia), and taking into account alternative paths of migration. Principal component analysis and multidimensional scaling were used to investigate the relationships between Andean and non-Andean populations and to explore gene-language correspondence. We )","PLoS ONE",2016,"No","correl statist emigr immigr multidimension scale evolut biolog popul genet biogeographi biolog life scienc cognit psycholog cognit scienc earth scienc ecolog environment scienc ethnic evolutionari biolog genet geographi languag languag famili languag linguist mathemat statist techniqu mathemat multivari analysi nativ american neurosci peopl place phylogeographi physic scienc popul biolog popul genet popul group princip compon analysi psycholog research analysi method research articl social scienc sociolinguist statist method statist mathemat reassess impact european contact structur nativ american genet divers current understand pre columbian histori america rest part trend identifi recent genet studi goal studi reexamin trend light impact post columbian admixtur method studi admixtur previous publish data consist autosom microsatellit genotyp individu popul structur estim ancestri proport test sensit estim choic number cluster partial correl analys examin relationship gene divers geograph distanc beringia control nativ american ancestri africa europ east asia take account altern path migrat princip compon analysi multidimension scale investig relationship andean andean popul explor gene languag correspond",0
"ETHNOLINGUISTIC groups, GENEALOGY, POPULATION genetics, GENOTYPES, KASHMIR, Vale of (India), Asia, Biology and life sciences, Earth sciences, Ethnicities, Evolutionary biology, Genetics, Genotyping, Geographical locations, Greek people, India, Mathematical and statistical techniques, Mathematics, Molecular biology, Molecular biology techniques, Multivariate analysis, Pakistan, Paleogenetics, Paleontology, People and places, Physical sciences, Population biology, Population genetics, Population groupings, Principal component analysis, Research and analysis methods, Research Article, Statistical methods, Statistics (mathematics), Tibetan people","a genome wide search for greek and jewish admixture in the kashmiri population","The Kashmiri population is an ethno-linguistic group that resides in the Kashmir Valley in northern India. A longstanding hypothesis is that this population derives ancestry from Jewish and/or Greek sources. There is historical and archaeological evidence of ancient Greek presence in India and Kashmir. Further, some historical accounts suggest ancient Hebrew ancestry as well. To date, it has not been determined whether signatures of Greek or Jewish admixture can be detected in the Kashmiri population. Using genome-wide genotyping and admixture detection methods, we determined there are no significant or substantial signs of Greek or Jewish admixture in modern-day Kashmiris. The ancestry of Kashmiri Tibetans was also determined, which showed signs of admixture with populations from northern India and west Eurasia. These results contribute to our understanding of the existing population structure in northern India and its surrounding geographical areas. [ABSTRACT FROM AUTHOR], Copyright)","PLoS ONE",2016,"No","ethnolinguist group genealog popul genet genotyp kashmir vale india asia biolog life scienc earth scienc ethnic evolutionari biolog genet genotyp geograph locat greek peopl india mathemat statist techniqu mathemat molecular biolog molecular biolog techniqu multivari analysi pakistan paleogenet paleontolog peopl place physic scienc popul biolog popul genet popul group princip compon analysi research analysi method research articl statist method statist mathemat tibetan peopl genom wide search greek jewish admixtur kashmiri popul kashmiri popul ethno linguist group resid kashmir valley northern india longstand hypothesi popul deriv ancestri jewish greek sourc histor archaeolog evid ancient greek presenc india kashmir histor account suggest ancient hebrew ancestri date determin signatur greek jewish admixtur detect kashmiri popul genom wide genotyp admixtur detect method determin signific substanti sign greek jewish admixtur modern day kashmiri ancestri kashmiri tibetan determin show sign admixtur popul northern india west eurasia result contribut understand exist popul structur northern india surround geograph area abstract author copyright",0
"PSYCHOMETRICS, LINGUISTICS, WORD frequency, SOCIAL network analysis, COGNITION, Anxiety, Biology and life sciences, Cognition, Cognitive psychology, Cognitive science, Communications, Computer and information sciences, Emotions, Language, Lexicons, Linguistics, Network analysis, Neuroscience, Psycholinguistics, Psychology, Research Article, Social communication, Social media, Social networks, Social sciences, Sociology","evaluating the validity of simplified chinese version of liwc in detecting psychological expressions in short texts on social network services","The increasing need of automated analyzing web texts especially the short texts on Social Network Services (SNS) brings new demands of computerized text analysis instruments. The psychometric properties are the basis of the extensive use of these instruments such as the Linguistic Inquiry and Word Count (LIWC). For this study, Sina Weibo statuses were analyzed via rater coding and Simplified Chinese version of LIWC (SCLIWC), in order to evaluate the validity of SCLIWC in detecting psychological expressions in Weibo statuses (n = 60) and in identifying the psychological meaning of a single Weibo status (n = 11). Significant correlations between human ratings and SCLIWC scores and the high sensitivities of capturing single statuses with certain expressions identified by raters, proved the validity of SCLIWC in detecting psychological expressions. The results also suggested that, the efficiency of SCLIWC in detecting psychological expressions of SNS short texts could be higher if using s)","PLoS ONE",2016,"No","psychometr linguist word frequenc social network analysi cognit anxieti biolog life scienc cognit cognit psycholog cognit scienc communic comput inform scienc emot languag lexicon linguist network analysi neurosci psycholinguist psycholog research articl social communic social media social network social scienc sociolog evalu valid simplifi chines version liwc detect psycholog express short text social network servic increas autom analyz web text short text social network servic sns bring demand computer text analysi instrument psychometr properti basi extens instrument linguist inquiri word count liwc studi sina weibo status analyz rater code simplifi chines version liwc scliwc order evalu valid scliwc detect psycholog express weibo status identifi psycholog mean singl weibo status signific correl human rate scliwc score high sensit captur singl status express identifi rater prove valid scliwc detect psycholog express result suggest effici scliwc detect psycholog express sns short text higher",0
"CHILD psychology, JUDGMENT (Psychology), PSYCHOLINGUISTICS, EXPERIMENTAL psychology, NUMERICAL analysis, Age groups, Agriculture, Amniotes, Animals, Arthropoda, Biology and life sciences, Birds, Children, Crop science, Crops, Families, Insects, Invertebrates, Languages, Linguistics, Mammals, Natural language, Organisms, People and places, Plants, Population groupings, Research and analysis methods, Research Article, Research assessment, Research validity, Social sciences, Vegetables, Vertebrates","the typicality ranking task a new method to derive typicality judgments from children","An alternative method for deriving typicality judgments, applicable in young children that are not familiar with numerical values yet, is introduced, allowing researchers to study gradedness at younger ages in concept development. Contrary to the long tradition of using rating-based procedures to derive typicality judgments, we propose a method that is based on typicality ranking rather than rating, in which items are gradually sorted according to their typicality, and that requires a minimum of linguistic knowledge. The validity of the method is investigated and the method is compared to the traditional typicality rating measurement in a large empirical study with eight different semantic concepts. The results show that the typicality ranking task can be used to assess children’s category knowledge and to evaluate how this knowledge evolves over time. Contrary to earlier held assumptions in studies on typicality in young children, our results also show that preference is not so much )","PLoS ONE",2016,"No","child psycholog judgment psycholog psycholinguist experiment psycholog numer analysi age group agricultur amniot anim arthropoda biolog life scienc bird children crop scienc crop famili insect invertebr languag linguist mammal natur languag organ peopl place plant popul group research analysi method research articl research assess research valid social scienc veget vertebr typic rank task method deriv typic judgment children altern method deriv typic judgment applic young children familiar numer valu introduc allow research studi graded younger age concept develop contrari long tradit rate base procedur deriv typic judgment propos method base typic rank rate item gradual sort typic requir minimum linguist knowledg valid method investig method compar tradit typic rate measur larg empir studi semant concept result show typic rank task assess children categori knowledg evalu knowledg evolv time contrari earlier held assumpt studi typic young children result show prefer",0
"SYMBOLIC play, DEAFNESS in children, NOUNS (Grammar), LEARNING, COCHLEAR implants, LANGUAGE & languages, TASK performance, Age groups, Behavior, Biology and life sciences, Children, Cognitive psychology, Cognitive science, Deafness, Families, Hearing disorders, Language, Language acquisition, Learning, Learning and memory, Linguistics, Medicine and health sciences, Neuroscience, Otology, Otorhinolaryngology, People and places, Phonology, Population groupings, Psychology, Research Article, Social sciences, Vocabulary","symbolic play and novel noun learning in deaf and hearing children longitudinal effects of access to sound on early precursors of language","In the largest, longitudinal study of young, deaf children before and three years after cochlear implantation, we compared symbolic play and novel noun learning to age-matched hearing peers. Participants were 180 children from six cochlear implant centers and 96 hearing children. Symbolic play was measured during five minutes of videotaped, structured solitary play. Play was coded as ""symbolic"" if the child used substitution (e.g., a wooden block as a bed). Novel noun learning was measured in 10 trials using a novel object and a distractor. Cochlear implant vs. normal hearing children were delayed in their use of symbolic play, however, those implanted before vs. after age two performed significantly better. Children with cochlear implants were also delayed in novel noun learning (median delay 1.54 years), with minimal evidence of catch-up growth. Quality of parent-child interactions was positively related to performance on the novel noun learning, but not symbolic play task. Early im)","PLoS ONE",2016,"No","symbol play deaf children noun grammar learn cochlear implant languag languag task perform age group behavior biolog life scienc children cognit psycholog cognit scienc deaf famili hear disord languag languag acquisit learn learn memori linguist medicin health scienc neurosci otolog otorhinolaryngolog peopl place phonolog popul group psycholog research articl social scienc vocabulari symbol play noun learn deaf hear children longitudin effect access sound earli precursor languag largest longitudin studi young deaf children year cochlear implant compar symbol play noun learn age match hear peer particip children cochlear implant center hear children symbol play measur minut videotap structur solitari play play code symbol child substitut wooden block bed noun learn measur trial object distractor cochlear implant normal hear children delay symbol play implant age perform signific children cochlear implant delay noun learn median delay year minim evid catch growth qualiti parent child interact posit relat perform noun learn symbol play task earli im",0
"COMPUTATIONAL linguistics, LANGUAGE & languages, AFFILIATION (Psychology), GENDER differences (Psychology), Biology and life sciences, Cognitive psychology, Cognitive science, Communications, Computational linguistics, Computer and information sciences, Emotions, Facebook, Language, Linguistics, Mathematical and statistical techniques, Mathematics, Meta-analysis, Network analysis, Neuroscience, Personality, Physical sciences, Psycholinguistics, Psychology, Research and analysis methods, Research Article, Social communication, Social media, Social networks, Social sciences, Sociology, Statistical methods, Statistics (mathematics), FACEBOOK (Web resource)","women are warmer but no less assertive than men gender and language on facebook","Using a large social media dataset and open-vocabulary methods from computational linguistics, we explored differences in language use across gender, affiliation, and assertiveness. In Study 1, we analyzed topics (groups of semantically similar words) across 10 million messages from over 52,000 Facebook users. Most language differed little across gender. However, topics most associated with self-identified female participants included friends, family, and social life, whereas topics most associated with self-identified male participants included swearing, anger, discussion of objects instead of people, and the use of argumentative language. In Study 2, we plotted male- and female-linked language topics along two interpersonal dimensions prevalent in gender research: affiliation and assertiveness. In a sample of over 15,000 Facebook users, we found substantial gender differences in the use of affiliative language and slight differences in assertive language. Language used more by self-)","PLoS ONE",2016,"No","comput linguist languag languag affili psycholog gender differ psycholog biolog life scienc cognit psycholog cognit scienc communic comput linguist comput inform scienc emot facebook languag linguist mathemat statist techniqu mathemat meta analysi network analysi neurosci person physic scienc psycholinguist psycholog research analysi method research articl social communic social media social network social scienc sociolog statist method statist mathemat facebook web resourc women warmer assert men gender languag facebook larg social media dataset open vocabulari method comput linguist explor differ languag gender affili assert studi analyz topic group semant similar word million messag facebook user languag differ gender topic identifi femal particip includ friend famili social life topic identifi male particip includ swear anger discuss object peopl argument languag studi plot male femal link languag topic interperson dimens preval gender research affili assert sampl facebook user found substanti gender differ affili languag slight differ assert languag languag",0
"FLEXIBLE manufacturing systems, CONVEYING machinery, ANALYTIC hierarchy process, MULTIPLE criteria decision making, FUZZY sets, FUZZY numbers, Biology and life sciences, Classical mechanics, Cognition, Cognitive science, Computer and information sciences, Computing methods, Decision making, Engineering and technology, Engineers, Equipment, Ergonomics, Fuzzy logic, Human factors engineering, Neuroscience, People and places, Physical sciences, Physics, Population groupings, Professions, Research Article, Vibration","an integrated mcdm model for conveyor equipment evaluation and selection in an fmc based on a fuzzy ahp and fuzzy aras in the presence of vagueness","The conveyor system plays a vital role in improving the performance of flexible manufacturing cells (FMCs). The conveyor selection problem involves the evaluation of a set of potential alternatives based on qualitative and quantitative criteria. This paper presents an integrated multi-criteria decision making (MCDM) model of a fuzzy AHP (analytic hierarchy process) and fuzzy ARAS (additive ratio assessment) for conveyor evaluation and selection. In this model, linguistic terms represented as triangular fuzzy numbers are used to quantify experts’ uncertain assessments of alternatives with respect to the criteria. The fuzzy set is then integrated into the AHP to determine the weights of the criteria. Finally, a fuzzy ARAS is used to calculate the weights of the alternatives. To demonstrate the effectiveness of the proposed model, a case study is performed of a practical example, and the results obtained demonstrate practical potential for the implementation of FMCs. [ABSTRACT FROM AUTHO)","PLoS ONE",2016,"No","flexibl manufactur system convey machineri analyt hierarchi process multipl criteria decis make fuzzi set fuzzi number biolog life scienc classic mechan cognit cognit scienc comput inform scienc comput method decis make engin technolog engin equip ergonom fuzzi logic human factor engin neurosci peopl place physic scienc physic popul group profess research articl vibrat integr mcdm model conveyor equip evalu select fmc base fuzzi ahp fuzzi ara presenc vagu conveyor system play vital role improv perform flexibl manufactur cell fmcs conveyor select problem involv evalu set potenti altern base qualit quantit criteria paper present integr multi criteria decis make mcdm model fuzzi ahp analyt hierarchi process fuzzi ara addit ratio assess conveyor evalu select model linguist term repres triangular fuzzi number quantifi expert uncertain assess altern respect criteria fuzzi set integr ahp determin weight criteria final fuzzi ara calcul weight altern demonstr effect propos model case studi perform practic result obtain demonstr practic potenti implement fmcs abstract autho",0
"HAPPINESS, COGNITIVE ability, WELL-being, EMOTIONS (Psychology), SOCIAL media, PSYCHOLOGY, Anthropology, Biology and life sciences, Communications, Computer and information sciences, Cultural anthropology, Depression, Emotions, Happiness, Lexicons, Linguistics, Medicine and health sciences, Mental health and psychiatry, Mood disorders, Network analysis, Psychology, Religion, Research Article, Social communication, Social media, Social networks, Social research, Social sciences, Sociology, Twitter, TWITTER (Web resource)","life satisfaction and the pursuit of happiness on twitter","Life satisfaction refers to a somewhat stable cognitive assessment of one’s own life. Life satisfaction is an important component of subjective well being, the scientific term for happiness. The other component is affect: the balance between the presence of positive and negative emotions in daily life. While affect has been studied using social media datasets (particularly from Twitter), life satisfaction has received little to no attention. Here, we examine trends in posts about life satisfaction from a two-year sample of Twitter data. We apply a surveillance methodology to extract expressions of both satisfaction and dissatisfaction with life. A noteworthy result is that consistent with their definitions trends in life satisfaction posts are immune to external events (political, seasonal etc.) unlike affect trends reported by previous researchers. Comparing users we find differences between satisfied and dissatisfied users in several linguistic, psychosocial and other features. For )","PLoS ONE",2016,"No","happi cognit abil emot psycholog social media psycholog anthropolog biolog life scienc communic comput inform scienc cultur anthropolog depress emot happi lexicon linguist medicin health scienc mental health psychiatri mood disord network analysi psycholog religion research articl social communic social media social network social research social scienc sociolog twitter twitter web resourc life satisfact pursuit happi twitter life satisfact refer stabl cognit assess life life satisfact import compon subject scientif term happi compon affect balanc presenc posit negat emot daili life affect studi social media dataset twitter life satisfact receiv attent examin trend post life satisfact year sampl twitter data appli surveil methodolog extract express satisfact dissatisfact life noteworthi result consist definit trend life satisfact post immun extern event polit season unlik affect trend report previous research compar user find differ satisfi dissatisfi user linguist psychosoci featur",0
