"","CATEGORY","BIBTEXKEY","ADDRESS","ANNOTE","AUTHOR","BOOKTITLE","CHAPTER","CROSSREF","EDITION","EDITOR","HOWPUBLISHED","INSTITUTION","JOURNAL","KEY","MONTH","NOTE","NUMBER","ORGANIZATION","PAGES","PUBLISHER","SCHOOL","SERIES","TITLE","TYPE","VOLUME","YEAR","ABSTRACT","ISSN","KEYWORDS","URL","ISBN","DOI","code","duplicate"
"1069","ARTICLE","Berman1989a",NA,NA,"c(""Berman, Steven"", ""Friedman, David"", ""Hamberger, Marla"", ""Snodgrass, Joan Gay"")",NA,NA,NA,NA,NA,NA,NA,"Behavior Research Methods, Instruments, {\&} Computers",NA,"may",NA,"3",NA,"371--382","Springer-Verlag",NA,NA,"developmental picture norms: relationships between name agreement, familiarity, and visual complexity for child and adult ratings of two sets of line drawings",NA,"21",1989,"Developmental differences in name agreement, familiarity, and visual complexity in response to line drawings of common objects were obtained from children and adults. Sixty-one pictures were taken from the Peabody Picture Vocabulary Test-Revised and 259 pictures were taken from the set normed for adults by Snodgrass and Vanderwart (1980). Although there were some differences between the two sets of pictures, the present results replicated the relative independence of these three measures, which was reported by Snodgrass and Vanderwart for adults. Children and adults showed substantial agreement on the names of the pictures. Although the children's ratings were lower on all measures, the differences were trivial for most pictures. We concluded that judgments of familiarity, complexity, and the names of line drawings of common objects are based primarily on information processing accomplished prior to age 7.","0743-3808",NA,"http://www.springerlink.com/index/10.3758/BF03202800",NA,"10.3758/BF03202800","Yes",TRUE
"1070","ARTICLE","Bjorklund1983",NA,NA,"c(""Bjorklund, David F."", ""Thompson, Barbara E."", ""Ornstein, Peter A."")",NA,NA,NA,NA,NA,NA,NA,"Behavior Research Methods {\&} Instrumentation",NA,NA,NA,"3",NA,"350--356",NA,NA,NA,"developmental trends in children's typicality judgments",NA,"15",1983,"Category typicality norms from 12 natural language categories are presented for kindergarten, third-grade, sixth-grade, and college students. Subjects first selected examples of familiar word concepts and rated them on a 3-point scale in terms of category typicality. Age differences in the percentage of items included as category members were found primarily for the less typical items, with inclusion rates varying as a function of both age and typicality level. The absolute level of typicality judgments increased with age, although correlations between the children's and college students' ratings were generally significant for all three children's groups, with average correlations increasing somewhat with age. It was suggested that the rating data would be useful to developmental investigators interested in children's processing of category information.","1554351X",NA,NA,NA,"10.3758/BF03203657","Yes",TRUE
"1071","ARTICLE","1.29986695201806E+16",NA,NA,"c(""Polterovich, Ana"", "" Jankowski, Maciej M."", "" Nelken, Israel"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"6",NA,"43487",NA,NA,NA,"deviance sensitivity in the auditory cortex of freely moving rats.",NA,"13",2018,"Deviance sensitivity is the specific response to a surprising stimulus, one that violates expectations set by the past stimulation stream. In audition, deviance sensitivity is often conflated with stimulus-specific adaptation (SSA), the decrease in responses to a common stimulus that only partially generalizes to other, rare stimuli. SSA is usually measured using oddball sequences, where a common (standard) tone and a rare (deviant) tone are randomly intermixed. However, the larger responses to a tone when deviant does not necessarily represent deviance sensitivity. Deviance sensitivity is commonly tested using a control sequence in which many different tones serve as the standard, eliminating the expectations set by the standard ('deviant among many standards'). When the response to a tone when deviant (against a single standard) is larger than the responses to the same tone in the control sequence, it is concluded that true deviance sensitivity occurs. In primary auditory cortex of )","19326203","DEVIANT behavior, TONE (Phonetics), CONTROL (Psychology), SENSES, SUBORDINATION (Psychology), Anatomy, Anesthesia, Anesthesiology, Audio equipment, Auditory cortex, Auditory system, Bioassays and physiological analysis, Biology and life sciences, Brain, Computer and information sciences, Computing methods, Control sequences, Drug therapy, Electrode recording, Electrophysiological techniques, Engineering and technology, Equipment, Histology, Laboratory equipment, Medicine and health sciences, Membrane electrophysiology, Microphones, Neuroscience, Pharmaceutics, Physiology, Research and analysis methods, Research Article, Sensory physiology, Sensory systems, Signal filtering, Signal processing, Tetrodes, Vacuum apparatus","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=129986695&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1072","ARTICLE","1.3229546420181E+16",NA,NA,"c(""Carling, Gerd"", "" Larsson, Filip"", "" Cathcart, Chundra A."", "" Johansson, Niklas"", "" Holmer, Arthur"", "" Round, Erich"", "" Verhoeven, Rob"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"10",NA,"43485",NA,NA,NA,"diachronic atlas of comparative linguistics (diacl)—a database for ancient language typology.",NA,"13",2018,"Feature stability, time and tempo of change, and the role of genealogy versus areality in creating linguistic diversity are important issues in current computational research on linguistic typology. This paper presents a database initiative, DiACL Typology, which aims to provide a resource for addressing these questions with specific of the extended Indo-European language area of Eurasia, the region with the best documented linguistic history. The database is pre-prepared for statistical and phylogenetic analyses and contains both linguistic typological data from languages spanning over four millennia, and linguistic metadata concerning geographic location, time period, and reliability of sources. The typological data has been organized according to a hierarchical model of increasing granularity in order to create datasets that are complete and representative. [ABSTRACT FROM AUTHOR], Copyright of PLoS ONE is the property of Public Library of Science and its content may not be copied o)","19326203","COMPUTATIONAL linguistics, GENEALOGY, LINGUISTIC typology, NEUROSCIENCES, COGNITIVE science, COGNITIVE psychology, Biology and life sciences, Cognitive psychology, Cognitive science, Computer and information sciences, Data management, Distance measurement, Engineering and technology, Evolutionary linguistics, Grammar, Language, Language families, Languages, Linguistic geography, Linguistic morphology, Linguistics, Measurement, Metadata, Neuroscience, Psychology, Research Article, Social sciences, Syntax","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=132295464&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1073","ARTICLE","Baker2011",NA,NA,"c(""Baker, Rachel"", ""Hazan, Valerie"")",NA,NA,NA,NA,NA,NA,NA,"Behavior Research Methods",NA,NA,NA,"3",NA,"761--770",NA,NA,NA,"diapixuk: task materials for the elicitation of multiple spontaneous speech dialogs",NA,"43",2011,"The renewed focus of attention on investigating spontaneous speech samples in speech and language research has increased the need for recordings of speech in interactive settings. The DiapixUK task is a new and extended set of picture materials based on the Diapix task by Van Engen et al. (Language and Speech, 53, 510-540, 2010), where two people are recorded while conversing to solve a 'spot the difference' task. The new task materials allow for multiple recordings of the same speaker pairs due to a larger set of picture pairs that have a number of tested features: equal difficulty across all 12 picture pairs, no learning effect of completing more than one picture task and balanced contributions from both speakers. The new materials also provide extra flexibility, making them useful in a wide range of research projects; they are multi-layered electronic images that can be adapted to suit different research needs. This article presents details of the development of the DiapixUK materials, along with data taken from a large corpus of spontaneous speech that are used to demonstrate its new features. Current and potential applications of the task are also discussed.","1554351X","Speech corpora,Spontaneous speech,Test design",NA,"1554351X (ISSN)","10.3758/s13428-011-0075-y","Yes",TRUE
"1074","INCOLLECTION","Busz1994",NA,NA,"c(""Busz, Michael"", ""Cohen, Rudolf"", ""Poser, Ulrich"", ""Sch{\\\""{u}}mer, Anke"", ""Sch{\\\""{u}}mer, Rudolf"", ""Sonnenfeld, Christa"")","Handbuch deutschsprachiger Wortnormen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"285--292",NA,NA,NA,"die soziale bewertung von 880 eigenschaftsbegriffen sowie die analyse der {\""{a}}hnlichkeitsbeziehungen zwischen einigen dieser begriffe",NA,NA,1994,"An idiom is classically defined as a formulaic sequence whose meaning is comprised of more than the sum of its parts. For this reason, idioms pose a unique problem for models of sentence processing, as researchers must take into account how idioms vary and along what dimensions, as these factors can modulate the ease with which an idiomatic interpretation can be activated. In order to help ensure external validity and comparability across studies, idiom research benefits from the availability of publicly available resources reporting ratings from a large number of native speakers. Resources such as the one outlined in the current paper facilitate opportunities for consensus across studies on idiom processing and help to further our goals as a research community. To this end, descriptive norms were obtained for 870 American English idioms from 2,100 participants along five dimensions: familiarity, meaningfulness, literal plausibility, global decomposability, and predictability. Idiom familiarity and meaningfulness strongly correlated with one another, whereas familiarity and meaningfulness were positively correlated with both global decomposability and predictability. Correlations with previous norming studies are also discussed.",NA,"SDSV","https://scholar.google.com/scholar?hl=en{\&}as{\_}sdt=0{\%}2C25{\&}q=Die+soziale+Bewertung+von+880+Eigenschaftsbegriffen+sowie+die+Analyse+der+{\v{S}}{\""{a}}{\OE}hnlichkeitsbeziehungen+zwischen+einigen+dieser+Begriffe{\&}btnG=",NA,NA,"Yes",TRUE
"1075","ARTICLE","9686006920140600",NA,NA,"c(""Martins, Ruben"", "" Simard, France"", "" Monchi, Oury"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"6",NA,"43482",NA,NA,NA,"differences between patterns of brain activity associated with semantics and those linked with phonological processing diminish with age.",NA,"9",2014,"It is widely believed that language function tends to show little age-related performance decline. Indeed, some older individuals seem to use compensatory mechanisms to maintain a high level of performance when submitted to lexical tasks. However, how these mechanisms affect cortical and subcortical activity during semantic and phonological processing has not been extensively explored. The purpose of this study was to look at the effect of healthy aging on cortico-subcortical routes related to semantic and phonological processing using a lexical analogue of the Wisconsin Cart-Sorting Task. Our results indicate that while young adults tend to show increased activity in the ventrolateral prefrontal cortex, the dorsolateral prefrontal cortex, the fusiform gyrus, the ventral temporal lobe and the caudate nucleus during semantic decisions and in the posterior Broca's area (area 44), the temporal lobe (area 37), the temporoparietal junction (area 40) and the motor cortical regions during ph)","19326203","BRAIN physiology, SEMANTICS, PHONETICS, LANGUAGE ability, COMPENSATORY education, OLD age, LEXICAL access, PSYCHOLOGICAL aspects of aging, Biology and life sciences, Cognitive neuroscience, Functional magnetic resonance imaging, Neuroimaging, Neuroscience, Psychology, Research Article","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=96860069&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1076","ARTICLE","7946146520120500",NA,NA,"c(""Gebauer, Daniela"", "" Fink, Andreas"", "" Kargl, Reinhard"", "" Reishofer, Gernot"", "" Koschutnig, Karl"", "" Purgstaller, Christian"", "" Fazekas, Franz"", "" Enzinger, Christian"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"5",NA,"43474",NA,NA,NA,"differences in brain function and changes with intervention in children with poor spelling and reading abilities.",NA,"7",2012,"Previous fMRI studies in English-speaking samples suggested that specific interventions may alter brain function in language-relevant networks in children with reading and spelling difficulties, but this research strongly focused on reading impaired individuals. Only few studies so far investigated characteristics of brain activation associated with poor spelling ability and whether a specific spelling intervention may also be associated with distinct changes in brain activity patterns. We here investigated such effects of a morpheme-based spelling intervention on brain function in 20 children with comparatively poor spelling and reading abilities using repeated fMRI. Relative to 10 matched controls, children with comparatively poor spelling and reading abilities showed increased activation in frontal medial and right hemispheric regions and decreased activation in left occipito-temporal regions prior to the intervention, during processing of a lexical decision task. After five weeks )","19326203","SPELLING ability, READING, BRAIN physiology, MAGNETIC resonance imaging, MORPHEMICS, CEREBRAL hemispheres","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=79461465&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1077","ARTICLE","1.19429607201611E+16",NA,NA,"c(""Fabiani, Massimo"", "" Riccardo, Flavia"", "" Di Napoli, Anteo"", "" Gargiulo, Lidia"", "" Declich, Silvia"", "" Petrelli, Alessio"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"11",NA,"43478",NA,NA,NA,"differences in influenza vaccination coverage between adult immigrants and italian citizens at risk for influenza-related complications: a cross-sectional study.",NA,"11",2016,"Background:  Due to their increased vulnerability, immigrants are considered a priority group for communicable disease prevention and control in Europe. This study aims to compare influenza vaccination coverage (IVC) between regular immigrants and Italian citizens at risk for its complications and evaluate factors affecting differences. Methods:  Based on data collected by the National Institute of Statistics during a population-based cross-sectional survey conducted in Italy in 2012–2013, we analysed information on 42,048 adult residents (≥ 18 years) at risk for influenza-related complications and with free access to vaccination (elderly residents ≥ 65 years and residents with specific chronic diseases). We compared IVC between 885 regular immigrants and 41,163 Italian citizens using log-binomial models and stratifying immigrants by area of origin and length of stay in Italy (recent: < 10 years; long-term: ≥ 10 years). Results:  IVC among all immigrants was 16.9% compared to 40.2% am)","19326203","INFLUENZA vaccination, INFLUENZA prevention, IMMIGRANTS, DISEASES, DISEASE complications, CROSS-sectional method, EUROPE, Adults, Age groups, Biology and life sciences, Demography, Ethnicities, Europe, Geographical locations, Geriatrics, Health care, Immunology, Infectious diseases, Influenza, Italian people, Italy, Medicine and health sciences, People and places, Population groupings, Preventive medicine, Public and occupational health, Research Article, Socioeconomic aspects of health, Vaccination and immunization, Viral diseases","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=119429607&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1078","ARTICLE","1.20962201201701E+16",NA,NA,"c(""Walker, Maegen"", "" Ciraolo, Margeaux"", "" Dewald, Andrew"", "" Sinnett, Scott"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"1",NA,"43477",NA,NA,NA,"differential processing for actively ignored pictures and words.",NA,"12",2017,"Previous work suggests that, when attended, pictures may be processed more readily than words. The current study extends this research to assess potential differences in processing between these stimulus types when they are actively ignored. In a dual-task paradigm, facilitated recognition for previously ignored words was found provided that they appeared frequently with an attended target. When adapting the same paradigm here, previously unattended pictures were recognized at high rates regardless of how they were paired with items during the primary task, whereas unattended words were later recognized at higher rates only if they had previously been aligned with primary task targets. Implicit learning effects obtained by aligning unattended items with attended task-targets may apply only to conceptually abstract stimulus types, such as words. Pictures, on the other hand, may maintain direct access to semantic information, and are therefore processed more readily than words, even whe)","19326203","WORD processing, RECOGNITION (Psychology), STIMULUS & response (Psychology), SEMANTICS, PSYCHOLOGY of learning, Biology and life sciences, Cognitive linguistics, Cognitive neuroscience, Cognitive psychology, Cognitive science, Computer and information sciences, Computer vision, Database and informatics methods, Information retrieval, Learning, Learning and memory, Lexical semantics, Linguistics, Neuroscience, Priming (psychology), Psychology, Reaction time, Research and analysis methods, Research Article, Semantics, Social sciences, Target detection, Word recognition","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=120962201&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1079","ARTICLE","EJ108729420160101",NA,NA,"c(""Hedgcock, John S."", "" Lefkowitz, Natalie"")",NA,NA,NA,NA,NA,NA,NA,"Applied Language Learning",NA,NA,NA,"1",NA,"13881",NA,NA,NA,"differentiating heritage and foreign language learners of spanish: needs, perceptions, and expectations",NA,"26",2016,"Research on heritage language (HL) development and education has characterized the unique linguistic, sociocultural, and affective profiles of heritage-language (HL) students, yet foreign-language (FL) education has only begun to understand HL students in relation to non-heritage students (Carreira & Kagan, 2011; Felix, 2008). To deepen our understanding of the unique characteristics of HL and FL populations, this investigation examines: (1) how HL learners' language learning goals, perceptions of language proficiency and learning needs, and habits of language use distinguish them from those of their English-speaking FL counterparts, and (2) how FL and HL students' perceptions of (and attitudes toward) Spanish implicitly or explicitly reflect attitudes expressed in the classroom and elsewhere. This mixed-methods study explores and compares the perceptions and experiences of 109 university-level HL students and 138 FL students as reported in survey responses and ethnographic interviews. Socio-affective variables distinguishing HL and FL groups include attitudes toward Spanish, judgments of linguistic norms, learners' efforts to achieve legitimacy as users of Spanish, and obstacles to interaction, including anxiety and social inhibition. Quantitative and qualitative analyses depict participants' self-images as fragile users of Spanish, with many characterizations paralleling instructor and peer perceptions.","1041-679X","Second Language Learning; Second Language Instruction; Spanish; Language Attitudes; Heritage Education; Native Language Instruction; Profiles; Student Characteristics; Language Proficiency; Student Attitudes; Educational Objectives; Mixed Methods Research; Comparative Analysis; Ethnography; College Students; Student Surveys; Anxiety; Interpersonal Competence; Self Concept; Teacher Attitudes; Self Evaluation (Individuals); Learning Motivation; Semi Structured Interviews, United States (West)","http://www.dliflc.edu/academic-journals-applied-language-learning/",NA,NA,"No",TRUE
"1080","ARTICLE","Erickson1987",NA,NA,"c(""Erickson, James R."", ""Gaffney, Carol Renaud"", ""Heath, Wendy P."")",NA,NA,NA,NA,NA,NA,NA,"Behavior Research Methods, Instruments, {\&} Computers",NA,"jul",NA,"4",NA,"370--376",NA,NA,NA,"difficulty and familiarity norms for 192 single-solution word fragments",NA,"19",1987,"Supplied normative data for the probability of successfully completing 192 single-solution word fragments. Normative data on the familiarity of 80 college students with the solution words were obtained, using ratings, as were estimates of word frequency from existing norms. Regression analyses were performed to predict fragment completion difficulty from familiarity, frequency, and structural characteristics of the fragments. Familiarity, whether or not first and/or last letters appeared in the fragment, and the ratio of letters to missing letters in the fragment were included in the regression equation as significant predictors of difficulty for this fragment set.","0743-3808",NA,"http://www.springerlink.com/index/10.3758/BF03202580",NA,"10.3758/BF03202580","Yes",TRUE
"1081","ARTICLE","9973380420141100",NA,NA,"c(""Eisenstein, Jacob"", "" O'Connor, Brendan"", "" Smith, Noah A."", "" Xing, Eric P."")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"11",NA,"43478",NA,NA,NA,"diffusion of lexical change in social media.",NA,"9",2014,"Computer-mediated communication is driving fundamental changes in the nature of written language. We investigate these changes by statistical analysis of a dataset comprising 107 million Twitter messages (authored by 2.7 million unique user accounts). Using a latent vector autoregressive model to aggregate across thousands of words, we identify high-level patterns in diffusion of linguistic change over the United States. Our model is robust to unpredictable changes in Twitter's sampling rate, and provides a probabilistic characterization of the relationship of macro-scale linguistic influence to a set of demographic and geographic predictors. The results of this analysis offer support for prior arguments that focus on geographical proximity and population size. However, demographic similarity – especially with regard to race – plays an even more central role, as cities with similar racial demographics are far more likely to share linguistic influence. Rather than moving towards a sing)","19326203","TELEMATICS, WRITTEN communication, SOCIAL media, ELECTRONIC discussion groups, VECTOR autoregression model, Artificial intelligence, Biology and life sciences, Cognitive science, Computational linguistics, Computer and information sciences, Dialectology, Linguistic geography, Linguistics, Machine learning, Mathematical and statistical techniques, Mathematics, Monte Carlo method, Neuroscience, Physical sciences, Research and analysis methods, Research Article, Social sciences, Sociolinguistics, Statistical methods, Statistics (mathematics), TWITTER (Web resource)","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=99733804&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1082","ARTICLE","1.16190473201606E+16",NA,NA,"c(""Wilf, Meytal"", "" Ramot, Michal"", "" Furman-Haran, Edna"", "" Arzi, Anat"", "" Levkovitz, Yechiel"", "" Malach, Rafael"")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"6",NA,"43486",NA,NA,NA,"diminished auditory responses during nrem sleep correlate with the hierarchy of language processing.",NA,"11",2016,"Natural sleep provides a powerful model system for studying the neuronal correlates of awareness and state changes in the human brain. To quantitatively map the nature of sleep-induced modulations in sensory responses we presented participants with auditory stimuli possessing different levels of linguistic complexity. Ten participants were scanned using functional magnetic resonance imaging (fMRI) during the waking state and after falling asleep. Sleep staging was based on heart rate measures validated independently on 20 participants using concurrent EEG and heart rate measurements and the results were confirmed using permutation analysis. Participants were exposed to three types of auditory stimuli: scrambled sounds, meaningless word sentences and comprehensible sentences. During non-rapid eye movement (NREM) sleep, we found diminishing brain activation along the hierarchy of language processing, more pronounced in higher processing regions. Specifically, the auditory thalamus showe)","19326203","SLEEP, NEURAL stem cells, AUDITORY perception, MAGNETIC resonance imaging, PERMUTATIONS, Anatomy, Auditory cortex, Auditory system, Bioassays and physiological analysis, Biology and life sciences, Brain, Brain electrophysiology, Brain mapping, Cardiology, Clinical neurophysiology, Cognitive psychology, Cognitive science, Diagnostic medicine, Diagnostic radiology, Electroencephalography, Electrophysiological techniques, Electrophysiology, Functional magnetic resonance imaging, Heart rate, Imaging techniques, Language, Magnetic resonance imaging, Medicine and health sciences, Neuroimaging, Neurophysiology, Neuroscience, Physiological processes, Physiology, Psychology, Radiology and imaging, Research and analysis methods, Research Article, Sensory physiology, Sensory systems, Sleep, Social sciences, Thalamus","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=116190473&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1083","ARTICLE","New2013",NA,NA,"c(""New, Boris"", ""Spinelli, Elsa"")",NA,NA,NA,NA,NA,NA,NA,"Behavior Research Methods",NA,NA,NA,"3",NA,"758--764",NA,NA,NA,"diphones-fr: a french database of diphone positional frequency",NA,"45",2013,"The aim of this article is to describe a database of diphone positional frequencies in French. More specifically, we provide frequencies for word-initial, word-internal, and word-final diphones of all words extracted from a subtitle corpus of 50 million words that come from movie and TV series dialogue. We also provide intra- and intersyllable diphone frequencies, as well as interword diphone frequencies. To our knowledge, no other such tool is available to psycholinguists for the study of French sequential probabilities. This database and its new indicators should help researchers conducting new studies on speech segmentation.","1554351X","Database,Diphone frequency,Speech segmentation",NA,"1554-351x","10.3758/s13428-012-0285-y","Yes",TRUE
"1084","ARTICLE","1998-12802-00319980901",NA,NA,"c(""Roese, Neal J."", "" Sherman, Jeffrey W."", "" Hur, Taekyun"")",NA,NA,NA,NA,NA,NA,NA,"Social Cognition",NA,NA,NA,"3",NA,"353 - 362",NA,NA,NA,"direction of comparison asymmetries in relational judgment: the role of linguistic norms",NA,"16",1998,"The authors documented a linguistic norm account of direction of comparison asymmetry effects in relational judgments (e.g., seeing hyenas as more similar to dogs than dogs are similar to hyenas). The asymmetry effect is magnified by discrepancies in prominence between subject and reference, and has previously been explained using A. Tversky's (1977) feature-matching model. Given a linguistic norm to place more prominent objects in the referent position, violation of this norm might reduce sentence clarity, which then weakens the magnitude of subsequent relational judgments. 53 undergraduates completed a study that tested the degree to which both clarity and feature-matching predicted the magnitude of relational judgments by construction in 3 regression models, on for each of the 3 types of relation statements: similarity, difference, and spatial relation. Clarity perceptions predict the magnitude of relational judgments independently of the cognitive manipulation of the features of the compared objects. The pattern of findings suggests that a linguistic norm interpretation may account for variance in relational judgments independently of Tversky's feature-matching model. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","0278-016X","position of linguistic norms, direction of similarity vs difference comparison asymmetries in relational judgments, college students, Cognitive Processes, Judgment, Language, Stimulus Similarity, Social Norms","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=psyh&AN=1998-12802-003&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1085","ARTICLE","2006-06549-04119810601",NA,NA,"Cairns, Charles E.",NA,NA,NA,NA,NA,NA,NA,"Contemporary Psychology",NA,NA,NA,"6",NA,"466 - 467",NA,NA,NA,"disadvantaged speech: difference or deficit?",NA,"26",1981,"Reviews the book, Language and Disadvantage: Studies in Language Disability and Remediation 5 by John R. Edwards (1979). This book is an attempt to bring various aspects of the study of language to bear on the study of language disability. This book views the speech of the disadvantaged as primarily a sociolinguistic, as opposed to a psychological question. Thus, disadvantage in general is characterized as a result of social forces that cause the victims to adopt cultural and linguistic norms that are different from those of middle-class society. In sum, the author presents an honest appraisal of an important social issue. He has picked out the most relevant research and summarized it lucidly and fairly, organizing and presenting the whole in such a way that it is an effective tool in the educational campaign he advocates. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","0010-7549","language disability, social issue, middle class, society, disadvantaged speech, remediation, Disadvantaged, Language Disorders, Middle Class, Social Issues, Speech Disorders","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=psyh&AN=2006-06549-041&site=ehost-live&scope=site",NA,NA,"No",TRUE
"1086","ARTICLE","Briesemeister2011a",NA,NA,"c(""Briesemeister, Benny B."", ""Kuchinke, Lars"", ""Jacobs, Arthur M."")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"8",NA,NA,NA,NA,NA,"discrete emotion effects on lexical decision response times",NA,"6",2011,"Our knowledge about affective processes, especially concerning effects on cognitive demands like word processing, is increasing steadily. Several studies consistently document valence and arousal effects, and although there is some debate on possible interactions and different notions of valence, broad agreement on a two dimensional model of affective space has been achieved. Alternative models like the discrete emotion theory have received little interest in word recognition research so far. Using backward elimination and multiple regression analyses, we show that five discrete emotions (i.e., happiness, disgust, fear, anger and sadness) explain as much variance as two published dimensional models assuming continuous or categorical valence, with the variables happiness, disgust and fear significantly contributing to this account. Moreover, these effects even persist in an experiment with discrete emotion conditions when the stimuli are controlled for emotional valence and arousal levels. We interpret this result as evidence for discrete emotion effects in visual word recognition that cannot be explained by the two dimensional affective space account.","19326203",NA,NA,"1932-6203","10.1371/journal.pone.0023743","Yes",TRUE
"1087","ARTICLE","Briesemeister2011",NA,NA,"c(""Briesemeister, Benny B."", ""Kuchinke, Lars"", ""Jacobs, Arthur M."")",NA,NA,NA,NA,NA,NA,NA,"Behavior Research Methods",NA,"jun",NA,"2",NA,"441--448","Springer-Verlag",NA,NA,"discrete emotion norms for nouns: berlin affective word list (denn–bawl)",NA,"43",2011,"The Berlin Affective Word List (BAWL, V{\~{o}}, Jacobs, {\&} Conrad, Behavior Research Methods, 35, 606-609, 2006) and the BAWL-R (V{\~{o}} et al. in Behavior Research Methods 38, 606-609, 2009) are two commonly used lists to investigate affective properties of German words. The two-dimensional valence and arousal model of affect underlying the BAWL is traditionally contrasted with models describing affect in discrete emotional categories, which, however, are not currently incorporated in the BAWL. In order to allow future studies to investigate affective processing from both perspectives--or to directly compare them--in the present study, we collected data by assigning nouns taken from the BAWL-R to discrete emotion intensities, which in turn allowed the assignment to discrete emotion categories. In the study, we present Discrete Emotion Norms for Nouns-Berlin Affective Word List (DENN-BAWL). Using these ratings and the psycholinguistic indexes from the BAWL-R, the DENN-BAWL allows researchers to design experiments using highly controlled and reliable word material. Data have been archived at www.fu-berlin.de/allgpsy/DENN-BAWL.","1554-3528",NA,"http://www.springerlink.com/index/10.3758/s13428-011-0059-y",NA,"10.3758/s13428-011-0059-y","Yes",TRUE
"1088","ARTICLE","9472922220140200",NA,NA,"c(""Benitez-Quiroz, C. Fabian"", "" Gökgöz, Kadir"", "" Wilbur, Ronnie B."", "" Martinez, Aleix M."")",NA,NA,NA,NA,NA,NA,NA,"PLoS ONE",NA,NA,NA,"2",NA,"43482",NA,NA,NA,"discriminant features and temporal structure of nonmanuals in american sign language.",NA,"9",2014,"To fully define the grammar of American Sign Language (ASL), a linguistic model of its nonmanuals needs to be constructed. While significant progress has been made to understand the features defining ASL manuals, after years of research, much still needs to be done to uncover the discriminant nonmanual components. The major barrier to achieving this goal is the difficulty in correlating facial features and linguistic features, especially since these correlations may be temporally defined. For example, a facial feature (e.g., head moves down) occurring at the end of the movement of another facial feature (e.g., brows moves up), may specify a Hypothetical conditional, but only if this time relationship is maintained. In other instances, the single occurrence of a movement (e.g., brows move up) can be indicative of the same grammatical construction. In the present paper, we introduce a linguistic–computational approach to efficiently carry out this analysis. First, a linguistic model of )","19326203","AMERICAN Sign Language, TECHNICAL manuals, LINGUISTIC models, NATURAL language processing, NEUROLINGUISTICS, ANTHROPOLOGICAL linguistics, COMPUTATIONAL linguistics, Anthropology, Biology, Communications, Computational biology, Computational linguistics, Computer science, Linguistic anthropology, Linguistics, Natural language, Natural language processing, Neurolinguistics, Neuroscience, Psycholinguistics, Research Article, Sign language, Social and behavioral sciences, Sociolinguistics","http://search.ebscohost.com.proxy.missouristate.edu/login.aspx?direct=true&db=a9h&AN=94729222&site=ehost-live&scope=site",NA,NA,"No",TRUE
